student_id,lms_logins_weekly,login_trend_slope,avg_assignment_delay_days,attendance_percent,attendance_trend,sentiment_score,study_session_variability,burnout_risk_level,dropout_probability
2463,14,-0.135,1.59,85.99,3.098,0.667,0.473,Low,0.141
2464,7,0.479,1.23,87.39,2.972,0.024,0.386,Low,0.174
2465,15,-0.966,4.3,74.09,-3.9,-0.113,0.302,Medium,0.378
2466,16,0.647,1.5,93.88,-0.007,0.06,0.138,Low,0.131
2467,9,-0.68,2.31,73.67,2.969,0.741,0.357,Low,0.234
2468,12,-0.386,5.65,94.06,5.781,-0.295,0.025,Medium,0.283
2469,15,0.425,5.03,84.42,1.408,-0.334,0.487,Medium,0.315
2470,11,-0.531,5.53,62.11,-0.736,0.47,0.388,Medium,0.303
2471,16,0.03,0.79,72.52,-2.018,0.36,0.22,Low,0.176
2472,21,-0.252,0.09,62.15,4.437,-0.185,0.358,Medium,0.337
2473,9,0.103,0.76,91.63,1.457,-0.346,0.172,Low,0.245
2474,6,-1.905,0.82,79.75,-1.696,0.919,0.179,Medium,0.315
2475,13,-1.464,6.0,57.72,-0.406,0.379,0.431,Medium,0.44
2476,15,0.493,2.62,83.76,0.62,-0.482,0.431,Medium,0.343
2477,11,0.83,0.21,74.63,1.088,-0.447,0.098,Low,0.324
2478,18,-0.728,0.36,65.16,-1.799,0.019,0.201,Medium,0.314
2479,7,-0.195,0.42,96.78,-1.228,0.566,0.262,Low,0.098
2480,15,0.236,2.49,81.07,-3.306,0.498,0.392,Low,0.157
2481,10,0.555,3.32,77.07,2.08,0.766,0.186,Low,0.134
2482,19,-1.622,4.91,76.01,-0.683,-0.545,0.395,High,0.586
2483,20,-0.709,7.06,64.87,0.933,0.312,0.608,Medium,0.355
2484,9,-0.266,0.56,66.95,2.845,0.913,0.103,Low,0.162
2485,10,0.563,0.93,92.85,0.44,0.866,0.404,Low,0.074
2486,15,1.999,0.69,75.26,-0.226,0.379,0.103,Low,0.156
2487,10,-0.182,1.11,80.22,0.388,1.0,0.398,Low,0.125
2488,12,-1.126,6.15,59.56,0.126,0.505,0.153,Medium,0.362
2489,12,0.322,2.14,66.82,2.492,0.721,0.409,Low,0.183
2490,4,1.057,3.35,86.1,0.622,0.222,0.173,Low,0.155
2491,12,0.086,1.68,83.78,-1.089,-0.19,0.158,Low,0.23
2492,9,-0.725,0.07,97.53,2.096,-0.238,0.289,Medium,0.282
2493,10,0.766,0.17,93.43,2.461,0.291,0.146,Low,0.103
2494,18,0.531,1.93,77.69,-2.677,0.094,0.076,Low,0.18
2495,7,-0.821,3.17,84.73,3.066,-0.684,0.096,Medium,0.472
2496,15,0.305,0.61,76.83,0.729,-0.313,0.09,Low,0.278
2497,11,0.798,3.2,100.0,0.567,0.041,0.493,Low,0.149
2498,11,0.946,4.16,91.49,2.013,0.564,0.297,Low,0.118
2499,15,-0.053,1.33,81.7,-1.134,0.192,0.519,Low,0.194
2500,13,-0.286,3.43,82.0,1.908,0.164,0.151,Low,0.206
2501,14,0.982,1.29,94.45,-0.754,-0.293,0.175,Low,0.223
2502,16,-0.968,2.84,85.8,-2.95,0.212,0.58,Medium,0.297
2503,11,0.351,3.61,95.59,-1.996,0.86,0.105,Low,0.057
2504,10,-1.096,10.0,58.06,1.134,0.278,0.257,Medium,0.416
2505,8,0.852,1.06,84.61,-1.891,-0.554,0.434,Medium,0.352
2506,9,-0.206,1.32,74.85,3.22,-0.426,0.491,Medium,0.377
2507,24,1.015,0.45,97.56,2.379,0.494,0.116,Low,0.069
2508,17,0.393,0.57,95.46,2.667,0.088,0.357,Low,0.134
2509,7,-0.979,2.96,80.33,0.25,0.163,0.139,Medium,0.288
2510,7,1.14,6.22,95.36,0.516,-0.106,0.719,Medium,0.235
2511,14,1.241,1.25,97.83,-2.387,0.452,0.153,Low,0.079
2512,14,0.706,0.5,80.74,1.992,0.05,0.259,Low,0.18
2513,14,-0.609,0.84,100.0,0.76,0.107,0.149,Low,0.173
2514,11,-0.245,1.52,79.69,1.135,-0.226,0.479,Medium,0.306
2515,11,0.116,0.86,77.85,3.377,0.661,0.48,Low,0.15
2516,13,-0.563,0.67,88.66,-1.212,0.089,0.417,Medium,0.227
2517,12,1.354,3.33,76.46,-0.252,0.504,0.123,Low,0.156
2518,3,0.115,0.02,80.85,0.653,-0.397,0.424,Low,0.312
2519,11,-2.163,1.94,94.09,-1.871,1.0,0.087,Medium,0.288
2520,9,0.271,3.95,80.19,-0.375,0.839,0.061,Low,0.11
2521,13,-0.279,0.77,63.05,0.986,-0.755,0.274,Medium,0.503
2522,24,-0.06,2.31,83.67,-0.651,-0.201,0.362,Low,0.26
2523,13,-0.295,2.76,73.04,2.618,0.439,0.58,Low,0.24
2524,11,0.646,2.66,88.65,-3.022,-0.46,0.042,Low,0.29
2525,16,0.896,1.48,86.96,2.246,0.134,0.092,Low,0.143
2526,14,0.226,1.06,94.71,1.322,0.413,0.178,Low,0.094
2527,14,-0.271,4.52,89.08,-1.138,0.108,0.198,Low,0.196
2528,14,-0.033,3.55,90.9,-1.849,0.469,0.565,Low,0.15
2529,20,0.016,0.97,73.31,-4.161,-0.147,0.288,Low,0.258
2530,7,-0.642,0.27,88.04,-1.59,-0.922,0.324,Medium,0.511
2531,14,0.463,0.19,99.68,2.094,0.691,0.489,Low,0.07
2532,8,0.368,0.25,73.11,-0.112,0.688,0.441,Low,0.157
2533,14,1.232,2.19,98.0,2.326,1.0,0.314,Low,0.044
2534,8,1.004,0.13,74.51,-1.24,-0.904,0.371,Medium,0.48
2535,10,-0.549,1.03,71.48,1.414,0.575,0.379,Low,0.236
2536,11,0.656,3.5,82.96,-1.435,-0.784,0.01,Medium,0.408
2537,16,-0.761,0.87,87.16,-1.931,1.0,0.327,Low,0.162
2538,16,0.557,3.6,89.12,-0.214,0.444,0.372,Low,0.14
2539,7,-0.413,3.42,70.38,-1.33,-0.276,0.472,Medium,0.383
2540,12,-0.819,0.71,84.35,-3.086,0.59,0.434,Medium,0.225
2541,9,0.224,3.26,73.14,-0.365,-0.077,0.165,Low,0.242
2542,7,-2.14,3.44,65.11,0.213,0.35,0.17,High,0.462
2543,11,-1.401,1.27,70.71,2.537,0.303,0.068,Medium,0.341
2544,11,-0.142,0.59,72.49,1.874,1.0,0.096,Low,0.12
2545,22,0.066,1.84,85.22,2.44,1.0,0.373,Low,0.089
2546,14,-0.295,6.36,91.52,1.441,-0.099,0.219,Medium,0.242
2547,6,-1.264,2.55,65.27,0.665,0.729,0.443,Medium,0.339
2548,10,-0.654,0.47,83.52,-2.458,0.377,0.102,Low,0.202
2549,16,0.313,2.87,68.23,0.3,-0.506,0.061,Medium,0.375
2550,20,0.465,1.39,86.29,1.194,-0.148,0.523,Low,0.235
2551,6,-0.013,2.24,73.77,2.915,1.0,0.207,Low,0.119
2552,4,0.925,3.31,69.49,1.373,0.379,0.213,Low,0.199
2553,19,0.318,1.81,88.0,2.481,0.7,0.022,Low,0.082
2554,14,-0.598,4.2,74.13,-2.064,0.094,0.316,Medium,0.293
2555,9,-0.224,3.2,76.84,-0.653,-0.07,0.223,Low,0.257
2556,14,-1.122,2.39,57.8,0.859,0.214,0.1,Medium,0.37
2557,1,-0.087,0.41,89.47,2.322,0.067,0.328,Low,0.163
2558,12,0.89,4.52,88.21,-0.29,-0.547,0.448,Medium,0.359
2559,13,0.548,6.87,80.05,-0.165,-0.302,0.172,Medium,0.307
2560,16,1.122,0.37,64.72,1.374,0.554,0.399,Low,0.195
2561,8,-0.242,1.67,92.09,-2.252,0.01,0.393,Low,0.19
2562,12,1.077,0.75,73.34,3.215,0.213,0.036,Low,0.173
2563,8,-0.155,3.51,75.47,-1.758,0.317,0.088,Low,0.194
2564,13,1.177,3.2,100.0,-3.837,0.357,0.133,Low,0.091
2565,8,-0.017,0.38,72.96,0.02,0.773,0.148,Low,0.129
2566,10,0.566,5.24,87.42,3.397,-0.349,0.25,Medium,0.292
2567,8,1.18,0.5,85.62,1.173,0.485,0.452,Low,0.136
2568,15,-0.155,3.99,83.9,1.502,0.578,0.256,Low,0.156
2569,15,0.175,1.53,82.82,0.083,0.693,0.325,Low,0.122
2570,11,1.031,0.99,83.76,-0.305,-0.506,0.392,Medium,0.337
2571,12,-0.106,0.43,82.72,-3.09,0.327,0.278,Low,0.16
2572,6,-1.057,0.46,79.48,-4.519,1.0,0.16,Low,0.207
2573,11,1.714,2.71,95.11,0.393,0.15,0.122,Low,0.124
2574,12,-0.376,2.0,66.87,2.625,0.442,0.189,Low,0.236
2575,22,0.127,0.33,90.21,0.688,0.59,0.461,Low,0.11
2576,8,0.925,0.3,88.22,1.247,-0.313,0.17,Low,0.244
2577,18,-0.487,0.19,86.98,3.167,1.0,0.051,Low,0.105
2578,16,-0.806,3.4,91.17,0.658,0.45,0.336,Medium,0.222
2579,13,0.203,3.11,79.07,-0.245,0.46,0.052,Low,0.145
2580,19,-1.434,0.15,61.31,-1.637,-0.631,0.195,High,0.596
2581,13,-0.23,2.05,79.28,4.044,0.597,0.149,Low,0.159
2582,14,0.196,0.22,70.09,1.053,0.453,0.267,Low,0.176
2583,12,-0.216,5.85,72.68,-1.887,1.0,0.117,Low,0.16
2584,17,-1.235,5.94,67.58,-2.342,0.044,0.237,Medium,0.398
2585,16,1.275,3.0,75.23,2.506,-0.294,0.274,Low,0.306
2586,9,0.083,6.52,74.03,-2.075,-0.141,0.033,Low,0.266
2587,7,1.145,4.17,56.22,3.708,-0.052,0.083,Low,0.291
2588,11,-0.208,4.41,87.0,-5.513,-0.359,0.414,Medium,0.328
2589,9,-0.704,2.11,100.0,2.845,0.845,0.282,Low,0.13
2590,12,0.215,0.91,86.06,0.974,0.864,0.36,Low,0.093
2591,17,-0.173,0.61,77.97,0.237,0.102,0.223,Low,0.202
2592,10,-0.942,0.99,79.45,-0.351,0.004,0.695,Medium,0.334
2593,12,1.176,2.48,75.79,3.781,-0.708,0.142,Medium,0.414
2594,12,-0.498,0.47,80.9,1.414,0.548,0.725,Low,0.225
2595,15,-1.472,0.75,79.63,-1.806,1.0,0.091,Medium,0.251
2596,3,1.063,1.58,71.59,-3.438,-0.119,0.394,Low,0.267
2597,10,-0.403,0.66,96.83,0.355,0.142,0.39,Low,0.174
2598,13,-0.486,2.22,65.13,-0.002,0.417,0.318,Low,0.268
2599,17,-1.412,6.42,87.18,-3.04,1.0,0.333,Medium,0.27
2600,10,1.393,3.45,78.99,-0.111,0.3,0.082,Low,0.165
2601,4,-1.032,2.74,99.01,-1.148,0.298,0.335,Medium,0.232
2602,14,0.047,2.19,83.41,0.019,0.29,0.122,Low,0.147
2603,9,0.73,1.67,76.4,1.452,-0.513,0.178,Medium,0.352
2604,7,0.337,0.52,77.52,2.985,-0.523,0.245,Medium,0.35
2605,10,-0.048,5.63,80.4,1.818,-0.204,0.347,Medium,0.288
2606,11,-1.361,0.71,68.57,-1.443,0.706,0.13,Medium,0.306
2607,10,-0.648,0.24,72.33,0.738,0.032,0.041,Medium,0.267
2608,3,0.15,3.47,62.15,0.126,-0.065,0.37,Low,0.293
2609,16,-0.63,0.48,70.77,-2.664,-0.074,0.541,Medium,0.335
2610,17,0.163,1.16,80.94,0.796,0.131,0.496,Low,0.193
2611,15,0.545,0.07,83.0,3.713,1.0,0.335,Low,0.084
2612,7,0.77,0.37,60.21,0.065,0.124,0.438,Low,0.255
2613,11,-0.981,0.48,78.63,-3.188,-0.193,0.395,Medium,0.373
2614,12,1.757,0.14,85.63,0.061,0.213,0.41,Low,0.157
2615,14,0.614,2.67,78.37,-2.427,1.0,0.458,Low,0.124
2616,15,-0.001,4.54,73.66,1.727,-0.051,0.137,Low,0.238
2617,9,0.872,1.17,75.88,1.05,-0.391,0.281,Low,0.322
2618,12,1.892,5.19,74.59,-0.342,-0.05,0.723,Medium,0.283
2619,14,-1.151,0.6,73.63,-0.662,0.264,0.255,Medium,0.317
2620,18,-0.18,0.98,81.74,-0.424,0.544,0.306,Low,0.156
2621,15,-1.903,0.41,100.0,0.017,0.703,0.202,Medium,0.267
2622,15,0.154,2.42,72.56,-1.544,-0.323,0.528,Medium,0.34
2623,12,0.292,1.36,76.82,-2.776,-0.275,0.174,Low,0.278
2624,18,-0.031,2.38,79.48,2.277,0.038,0.303,Low,0.203
2625,14,-0.524,3.59,73.13,-0.771,0.542,0.037,Low,0.219
2626,9,-1.64,1.97,90.98,0.334,-0.43,0.095,High,0.463
2627,18,0.299,2.47,56.29,0.571,-0.104,0.774,Medium,0.349
2628,15,1.164,6.84,74.69,0.644,-0.096,0.411,Medium,0.282
2629,10,-0.473,0.89,88.18,-2.348,0.671,0.197,Low,0.147
2630,10,0.352,1.11,77.06,-3.352,0.464,0.147,Low,0.147
2631,13,-1.255,3.16,71.79,-1.177,0.652,0.327,Medium,0.318
2632,14,0.366,2.36,84.41,0.791,0.869,0.456,Low,0.114
2633,13,-0.315,0.49,89.06,-1.456,0.047,0.051,Low,0.172
2634,13,-0.61,1.18,82.11,-0.71,-0.394,0.226,Medium,0.369
2635,19,-0.608,1.58,71.99,4.255,-0.39,0.152,Medium,0.398
2636,16,-0.315,1.36,84.56,-3.691,-0.719,0.477,Medium,0.443
2637,13,0.306,0.49,75.98,-1.51,-0.029,0.096,Low,0.197
2638,16,-1.05,6.46,87.45,3.793,0.008,0.193,Medium,0.312
2639,8,-0.318,3.59,94.83,-0.089,0.594,0.121,Low,0.124
2640,14,-0.033,1.64,53.94,-1.412,0.208,0.235,Low,0.264
2641,19,-0.879,2.85,81.11,2.338,-0.045,0.045,Medium,0.295
2642,11,1.437,5.69,62.64,0.11,0.142,0.295,Low,0.265
2643,9,-0.683,0.37,100.0,-0.697,-0.319,0.206,Medium,0.288
2644,9,-0.536,0.72,75.32,0.385,0.713,0.164,Low,0.19
2645,8,-0.783,1.96,87.46,-1.316,-0.193,0.157,Medium,0.31
2646,9,1.439,4.01,79.65,-2.035,-0.37,0.174,Medium,0.312
2647,11,0.442,0.09,71.97,-0.227,0.609,0.169,Low,0.146
2648,6,-0.749,10.0,70.78,-2.022,0.487,0.241,Medium,0.312
2649,12,0.885,1.52,95.86,0.021,-0.662,0.226,Medium,0.333
2650,16,0.161,1.11,89.56,0.709,0.628,0.052,Low,0.082
2651,8,0.206,0.87,99.44,1.706,-0.171,0.1,Low,0.162
2652,18,-0.276,0.48,80.55,2.256,0.013,0.08,Low,0.202
2653,14,-0.6,3.92,82.88,-0.811,0.294,0.113,Medium,0.227
2654,16,0.27,7.78,77.33,0.999,0.493,0.408,Low,0.202
2655,9,-0.436,1.33,77.13,0.985,0.423,0.175,Low,0.205
2656,15,1.453,7.61,69.58,0.656,0.175,0.301,Low,0.25
2657,8,-1.015,4.34,80.84,-0.959,-0.012,0.234,Medium,0.326
2658,16,1.229,1.64,72.11,-2.056,0.406,0.023,Low,0.163
2659,13,-0.089,2.8,84.42,1.004,0.141,0.099,Low,0.17
2660,14,0.239,1.43,81.7,-3.414,1.0,0.201,Low,0.086
2661,7,0.667,2.05,82.88,-0.536,0.493,0.089,Low,0.126
2662,8,-0.504,0.15,96.75,-5.107,-0.262,0.113,Medium,0.253
2663,14,0.691,2.98,79.62,-2.673,-0.039,0.299,Low,0.217
2664,8,-2.166,0.14,87.57,-1.754,0.224,0.453,High,0.403
2665,14,-0.576,4.25,100.0,2.193,0.85,0.26,Low,0.126
2666,7,-0.739,4.36,93.07,1.376,0.906,0.367,Low,0.172
2667,15,-1.003,0.68,91.53,-1.108,0.002,0.192,Medium,0.26
2668,7,-0.172,0.98,76.93,1.459,-0.267,0.338,Medium,0.305
2669,14,0.309,1.64,82.3,1.775,-0.331,0.195,Low,0.279
2670,15,0.562,2.27,66.82,-0.321,0.326,0.584,Low,0.236
2671,9,0.193,0.85,84.99,-2.769,1.0,0.126,Low,0.065
2672,14,-0.533,2.24,82.74,-0.416,0.47,0.276,Low,0.206
2673,13,0.295,0.88,80.23,-0.196,-0.597,0.411,Medium,0.377
2674,10,0.099,0.14,90.27,-2.465,-0.163,0.153,Low,0.19
2675,8,0.749,0.01,67.92,0.734,-0.112,0.297,Low,0.261
2676,4,0.622,0.27,96.35,0.56,-0.211,0.437,Low,0.207
2677,13,0.024,3.93,89.02,0.89,0.006,0.306,Low,0.179
2678,6,-0.718,8.14,79.29,0.558,0.385,0.124,Medium,0.269
2679,12,-0.522,1.39,78.51,1.46,0.541,0.159,Low,0.198
2680,11,-0.44,1.8,84.81,-0.359,0.746,0.312,Low,0.161
2681,15,-0.252,0.4,95.21,0.404,0.462,0.322,Low,0.124
2682,11,0.214,2.0,81.02,-0.795,-0.777,0.33,Medium,0.428
2683,11,0.572,0.39,81.44,-1.169,-0.329,0.639,Medium,0.308
2684,15,-0.041,2.36,80.18,2.676,0.121,0.48,Low,0.207
2685,13,0.013,6.77,97.82,-4.088,0.274,0.048,Low,0.12
2686,13,0.115,0.54,76.31,1.754,0.631,0.164,Low,0.132
2687,14,-0.413,3.62,79.7,-1.241,0.222,0.312,Medium,0.237
2688,6,-0.74,0.06,94.63,-1.5,0.225,0.275,Medium,0.2
2689,15,-1.404,1.18,81.47,0.523,0.319,0.066,Medium,0.303
2690,14,-0.556,0.29,91.37,-2.979,0.072,0.173,Low,0.198
2691,8,0.379,1.09,70.89,-1.632,0.243,0.434,Low,0.211
2692,11,-0.562,0.48,77.95,-1.698,0.763,0.053,Low,0.169
2693,12,-0.19,1.17,94.84,-0.443,0.158,0.039,Low,0.13
2694,11,0.373,1.35,73.24,-1.608,0.185,0.384,Low,0.207
2695,13,0.417,0.89,78.49,3.202,0.183,0.044,Low,0.16
2696,18,-0.864,2.67,82.57,3.594,0.849,0.501,Medium,0.228
2697,16,0.798,6.28,70.11,-4.044,-0.354,0.302,Medium,0.362
2698,7,0.902,1.28,75.86,1.089,1.0,0.186,Low,0.103
2699,14,-0.904,0.53,81.13,1.717,-0.388,0.202,Medium,0.399
2700,17,-0.659,0.79,80.47,1.086,-0.127,0.379,Medium,0.31
2701,14,0.953,4.81,92.8,-1.316,0.572,0.23,Low,0.111
2702,16,-0.117,2.12,95.41,-0.488,0.715,0.255,Low,0.089
2703,20,-1.776,1.52,71.44,-1.497,-0.502,0.411,High,0.588
2704,16,-1.12,0.41,81.11,-0.841,-0.346,0.56,Medium,0.438
2705,13,-0.199,1.49,86.74,-2.42,0.339,0.176,Low,0.154
2706,16,-0.93,0.82,95.16,-0.23,1.0,0.133,Low,0.139
2707,13,-0.331,7.17,87.18,-3.006,0.823,0.654,Low,0.191
2708,12,0.026,5.39,82.91,-0.4,0.076,0.065,Low,0.183
2709,11,1.17,0.22,86.67,-2.497,-1.0,0.146,Medium,0.451
2710,18,-0.232,1.82,86.74,0.414,0.241,0.069,Low,0.161
2711,9,0.858,0.64,70.72,-1.359,0.381,0.305,Low,0.186
2712,18,1.143,1.32,81.93,0.581,0.009,0.305,Low,0.188
2713,14,1.147,5.24,94.59,2.163,-0.225,0.175,Low,0.225
2714,6,0.228,1.87,77.93,3.179,0.28,0.564,Low,0.199
2715,13,-1.571,1.02,81.29,-5.056,-0.271,0.238,High,0.446
2716,4,0.369,0.58,77.57,-1.668,1.0,0.392,Low,0.11
2717,15,0.839,4.03,56.86,-0.606,0.958,0.307,Low,0.197
2718,16,-0.065,2.45,80.21,0.921,0.529,0.178,Low,0.148
2719,10,1.396,1.58,83.02,-3.301,0.245,0.39,Low,0.17
2720,12,0.688,0.61,74.88,-1.964,-0.13,0.493,Low,0.262
2721,20,0.455,1.02,68.45,0.261,0.19,0.14,Low,0.202
2722,10,0.869,8.04,71.19,0.17,1.0,0.294,Low,0.167
2723,8,0.267,1.84,87.64,0.755,0.634,0.16,Low,0.1
2724,18,-1.994,1.28,99.73,0.887,0.302,0.115,Medium,0.315
2725,20,-0.399,1.84,93.82,0.677,0.662,0.188,Low,0.125
2726,12,0.958,3.77,66.56,0.387,0.473,0.448,Low,0.22
2727,16,-0.646,1.04,88.55,0.111,0.398,0.547,Medium,0.22
2728,17,-0.179,0.49,73.37,1.33,0.69,0.644,Low,0.193
2729,9,-0.836,2.2,74.18,-4.479,0.459,0.286,Medium,0.271
2730,10,1.427,2.74,75.38,3.089,0.629,0.468,Low,0.171
2731,17,1.345,3.12,87.06,-4.409,0.281,0.197,Low,0.146
2732,19,-0.707,5.34,89.59,-2.158,0.073,0.193,Medium,0.252
2733,14,0.118,1.16,79.02,-0.454,-0.074,0.488,Low,0.234
2734,8,-0.544,0.2,79.19,1.345,-0.134,0.307,Medium,0.294
2735,20,0.492,7.95,84.64,-5.991,-0.603,0.577,Medium,0.418
2736,10,0.408,1.43,85.68,-0.056,-0.256,0.057,Low,0.234
2737,11,0.649,2.44,91.76,1.585,-0.27,0.502,Medium,0.257
2738,13,0.266,2.74,67.16,1.989,-0.054,0.236,Low,0.258
2739,18,2.348,1.98,80.2,-1.395,0.981,0.37,Low,0.109
2740,15,-0.822,0.57,69.32,-0.602,0.121,0.274,Medium,0.308
2741,14,-1.368,3.52,79.49,-1.232,0.321,0.321,Medium,0.338
2742,14,-0.314,4.07,77.74,-0.785,0.337,0.336,Low,0.225
2743,12,-1.254,2.01,79.53,-2.064,0.994,0.398,Medium,0.257
2744,14,-1.194,1.68,72.0,-1.779,-0.088,0.164,Medium,0.378
2745,2,-0.801,0.3,65.13,0.869,0.089,0.089,Medium,0.307
2746,11,-0.738,0.22,59.06,0.263,0.147,0.443,Medium,0.342
2747,13,-0.764,1.04,78.69,0.983,0.768,0.214,Low,0.205
2748,7,0.415,0.93,75.69,0.428,0.872,0.086,Low,0.107
2749,14,-0.405,7.68,73.24,1.409,0.437,0.11,Low,0.245
2750,11,-0.144,3.83,93.23,1.756,0.816,0.263,Low,0.1
2751,19,0.715,2.7,71.41,-3.483,0.289,0.238,Low,0.199
2752,18,-0.613,1.82,94.17,-1.709,0.114,0.064,Low,0.192
2753,10,-0.212,0.46,96.24,-0.463,0.789,0.338,Low,0.086
2754,11,0.293,9.59,60.49,-0.045,0.444,0.118,Low,0.252
2755,12,-1.553,1.18,80.92,-1.34,-0.168,0.017,Medium,0.399
2756,10,-1.908,0.28,76.0,1.824,0.699,0.109,Medium,0.341
2757,13,0.277,1.7,50.88,3.96,0.096,0.099,Low,0.271
2758,9,0.394,5.18,65.55,0.372,0.035,0.152,Low,0.251
2759,7,1.651,5.46,87.75,0.169,0.647,0.141,Low,0.118
2760,14,0.126,0.03,100.0,1.699,0.156,0.16,Low,0.094
2761,15,0.656,5.44,89.03,-3.732,0.394,0.434,Low,0.161
2762,9,-0.156,0.79,83.24,0.057,0.531,0.424,Low,0.157
2763,16,0.238,0.1,79.79,1.958,-0.191,0.239,Low,0.241
2764,9,1.334,4.71,96.83,-1.286,0.392,0.399,Low,0.127
2765,13,-1.699,4.99,100.0,-2.453,0.875,0.321,Medium,0.262
2766,15,0.331,2.27,74.13,-0.372,-0.278,0.274,Low,0.301
2767,12,1.708,2.14,60.0,-0.121,0.425,0.29,Low,0.226
2768,14,0.226,4.19,59.02,-1.817,-0.215,0.189,Low,0.338
2769,10,1.32,3.86,93.22,4.192,0.711,0.426,Low,0.106
2770,11,-0.503,5.52,79.53,-0.957,0.706,0.15,Low,0.199
2771,11,-0.026,2.01,81.83,-2.307,0.023,0.226,Low,0.188
2772,9,0.027,8.58,62.09,-0.187,1.0,0.487,Low,0.216
2773,11,-1.774,10.0,72.47,1.816,0.753,0.216,Medium,0.397
2774,6,-0.935,0.31,77.05,0.035,0.553,0.104,Low,0.239
2775,10,-0.878,4.74,82.08,0.971,0.525,0.408,Medium,0.267
2776,11,0.658,1.73,76.01,-1.743,0.692,0.283,Low,0.143
2777,11,0.698,1.23,69.63,2.975,-0.298,0.195,Low,0.31
2778,11,0.259,2.37,72.15,1.123,0.297,0.366,Low,0.204
2779,12,0.659,0.14,92.08,2.095,0.392,0.497,Low,0.125
2780,14,-0.131,1.77,82.45,0.73,-0.0,0.317,Low,0.206
2781,15,0.962,5.12,86.12,1.65,0.432,0.35,Low,0.158
2782,9,0.007,0.6,71.01,-1.746,0.816,0.514,Low,0.159
2783,7,0.046,1.39,50.46,-0.983,-0.011,0.544,Low,0.317
2784,8,-0.212,7.01,74.77,2.693,0.173,0.159,Low,0.243
2785,10,0.548,1.4,71.33,3.119,-0.21,0.046,Low,0.267
2786,11,-0.337,1.11,83.49,-2.294,-0.693,0.241,Medium,0.422
2787,9,0.781,1.45,100.0,0.499,0.589,0.191,Low,0.063
2788,7,-0.906,1.83,86.95,-0.862,0.187,0.245,Medium,0.257
2789,10,-0.879,2.5,100.0,-1.394,0.224,0.327,Medium,0.216
2790,13,0.55,4.03,85.69,0.57,-0.293,0.399,Medium,0.286
2791,14,-0.071,1.5,73.7,2.282,0.107,0.1,Low,0.2
2792,10,-0.363,4.25,83.48,0.903,0.748,0.441,Low,0.181
2793,10,0.712,1.91,97.81,-0.639,0.2,0.368,Low,0.124
2794,8,-0.486,1.03,98.3,1.03,0.215,0.268,Low,0.164
2795,12,-0.16,2.68,74.25,-0.72,0.304,0.104,Low,0.196
2796,9,1.119,3.16,82.53,0.824,-0.418,0.214,Medium,0.314
2797,14,1.231,2.04,65.71,2.793,0.512,0.296,Low,0.198
2798,5,1.258,0.15,88.25,-4.154,-0.428,0.068,Low,0.269
2799,11,-0.226,0.47,95.53,1.595,-0.27,0.396,Medium,0.251
2800,13,0.985,0.84,80.4,-3.078,-0.325,0.479,Medium,0.301
2801,13,-0.759,0.83,73.33,2.457,0.112,0.298,Medium,0.292
2802,23,-0.726,2.8,83.6,-1.274,0.024,0.233,Medium,0.268
2803,13,-1.88,0.05,84.17,-2.435,0.199,0.347,High,0.376
2804,8,1.338,3.52,80.81,1.391,-0.253,0.38,Medium,0.286
2805,12,-0.691,0.77,81.79,0.728,0.703,0.665,Low,0.226
2806,5,-0.101,0.93,78.26,-1.998,0.617,0.235,Low,0.146
2807,12,-0.728,1.88,89.96,-2.506,0.113,0.199,Medium,0.23
2808,9,0.556,0.61,87.36,-0.375,-0.039,0.245,Low,0.173
2809,16,-0.301,5.4,70.17,-2.408,-0.09,0.237,Medium,0.309
2810,10,-1.044,0.22,69.89,-2.123,0.045,0.104,Medium,0.324
2811,12,0.353,1.47,77.46,0.231,-0.5,0.215,Medium,0.346
2812,9,-1.147,4.73,87.37,-1.932,-0.28,0.243,Medium,0.401
2813,19,-0.67,2.39,81.48,0.853,0.63,0.419,Low,0.222
2814,11,-1.686,0.86,73.57,2.98,0.351,0.076,Medium,0.358
2815,19,-1.139,1.37,82.62,-0.297,1.0,0.383,Medium,0.228
2816,15,0.143,3.07,76.69,0.26,0.05,0.602,Low,0.235
2817,14,-1.572,9.05,88.8,4.036,0.019,0.257,High,0.387
2818,13,-1.185,5.59,83.33,-2.375,-0.004,0.139,Medium,0.334
2819,14,-0.002,1.05,76.85,2.382,0.04,0.476,Low,0.214
2820,4,-0.435,10.0,82.32,2.142,-0.13,0.285,Medium,0.325
2821,11,1.594,0.01,93.15,1.709,0.335,0.424,Low,0.12
2822,15,1.467,0.07,74.3,2.583,0.215,0.208,Low,0.179
2823,12,-0.694,4.34,84.03,0.561,-0.055,0.482,Medium,0.309
2824,6,0.446,0.56,79.3,-1.166,0.826,0.311,Low,0.114
2825,12,0.599,0.16,84.27,2.189,1.0,0.394,Low,0.085
2826,19,-0.478,0.68,73.45,2.266,0.783,0.262,Low,0.19
2827,17,-1.196,1.39,81.1,2.211,0.479,0.369,Medium,0.289
2828,12,-0.01,3.28,91.08,0.089,0.581,0.007,Low,0.091
2829,16,-0.138,2.45,70.63,-1.432,1.0,0.114,Low,0.138
2830,11,-0.349,0.68,66.71,0.383,0.58,0.425,Low,0.23
2831,5,0.354,1.75,67.09,1.884,-0.093,0.487,Low,0.283
